3,3,0,0,0,3,7,6,10,0,0,0,4,25,5,3,4,3,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,62,0,62,62,62,0,Task5_11
6,0,0,0,0,7,11,8,7,0,0,0,14,17,6,6,8,5,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,62,86,62,0,Task5_12
4,0,0,0,0,9,9,4,7,2,0,0,8,18,8,4,10,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,62,62,62,0,Task5_13
5,1,0,0,0,16,12,6,6,0,0,0,21,10,4,4,11,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,62,62,62,0,Task5_14
5,0,0,0,0,10,5,6,0,5,2,0,14,16,6,6,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,62,62,62,0,Task5_15
4,2,2,0,0,54,14,2,2,0,0,0,0,0,2,2,6,5,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62,62,62,0,Task5_16
6,4,3,0,0,6,24,7,3,0,0,0,17,17,5,4,7,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,62,74,62,0,Task5_17
9,14,0,0,0,4,7,31,12,2,0,0,17,23,6,6,5,3,5,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,62,74,62,0,Task5_18
8,2,2,0,0,19,23,9,7,0,0,0,3,14,4,4,11,7,2,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,74,0,0,0,0,62,98,0,0,Task5_19
6,4,0,0,0,22,5,5,16,2,0,0,3,8,4,4,10,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62,86,62,0,Task5_20
5,0,0,0,0,5,10,5,4,0,0,0,2,16,7,6,4,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,62,86,62,0,Task5_21
0,0,0,0,0,41,39,10,2,0,0,0,0,0,2,2,9,8,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,62,0,0,0,0,50,98,62,0,Task5_22
6,3,0,0,0,3,26,20,2,0,0,0,0,16,4,7,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,62,0,0,0,0,62,62,62,0,Task5_23
6,2,2,0,0,37,5,4,4,0,0,0,2,12,2,2,8,7,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,74,74,50,0,Task5_24
5,0,0,0,0,50,38,11,0,0,0,0,2,9,5,8,5,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62,62,74,0,Task5_25
119,81,25,0,3,476,400,199,131,94,52,5,250,304,127,125,192,100,26,2,44,36,77,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1536,0,62,558,62,1610,1790,1488,0,10012
0.011885737,0.008090292,0.002497004,0,0.00029964,0.047542948,0.039952058,0.019876149,0.013084299,0.009388734,0.005193767,0.000499401,0.024970036,0.030363564,0.012684778,0.012485018,0.019176988,0.009988014,0.002596884,0.00019976,0.004394726,0.003595685,0.007690771,0.00019976,9.98801E-05,0.000499401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002996404,0,0,0,0,0,0,0.153415901,0,0.006192569,0.05573312,0.006192569,0.160807032,0.178785457,0.148621654,0,
